organ,col name,mean,min,max,std,range
Lungs,Max5_Dose,nan,nan,nan,nan,nan
Lungs,V1.0 dosevol,1381.901375,486.890625,3518.921875,596.8640284246381,3032.03125
Lungs,V1.0 dosevol/volume,0.5081652068076282,0.199679003,0.843041276,0.13187237641080188,0.643362273
Lungs,V2.0 dosevol,983.525,327.625,2242.359375,408.9292319345662,1914.734375
Lungs,V2.0 dosevol/volume,0.36652976099658996,0.168130035,0.654370286,0.10801696791653984,0.486240251
Lungs,V5.0 dosevol,588.3855625,173.6875,1199.609375,214.87359072782738,1025.921875
Lungs,V5.0 dosevol/volume,0.22292753466826634,0.096755413,0.459189339,0.07229676167943909,0.36243392599999996
Lungs,V10.0 dosevol,347.82925,116.203125,697.6875,139.95947415383694,581.484375
Lungs,V10.0 dosevol/volume,0.13529964041260684,0.042703947,0.343685671,0.0573644316228848,0.300981724
Lungs,V15.0 dosevol,220.5485625,74.46875,428.953125,94.88976866183701,354.484375
Lungs,V15.0 dosevol/volume,0.08733488708531437,0.020927098,0.275724216,0.04316551197101284,0.25479711800000004
Lungs,V20.0 dosevol,147.531875,49.6875,291.5,65.16965968039834,241.8125
Lungs,V20.0 dosevol/volume,0.058936937851108914,0.013963108,0.200468391,0.031030694297040695,0.186505283
Lungs,Arm,nan,nan,nan,nan,nan
Lungs,arm,1.516,1,2,0.5007464307928786,1
Lungs,Arm ,nan,nan,nan,nan,nan
Lungs,V50.0 dosevol,nan,nan,nan,nan,nan
Lungs,V50.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,V55.0 dosevol,nan,nan,nan,nan,nan
Lungs,V55.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,V60.0 dosevol,nan,nan,nan,nan,nan
Lungs,V60.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,V65.0 dosevol,nan,nan,nan,nan,nan
Lungs,V65.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,V70.0 dosevol,nan,nan,nan,nan,nan
Lungs,V70.0 dosevol/volume,nan,nan,nan,nan,nan
Lungs,V75.0 dosevol,nan,nan,nan,nan,nan
Lungs,V75.0 dosevol/volume,nan,nan,nan,nan,nan
PulmonaryArtery,MinDose,0.7257039630000002,0.046210349,6.556991482,1.0238242480688327,6.510781133
